,_coordinates,_sent,a_head_form,a_head_number,a_head_pos,a_hypernyms,a_non_article_det,a_parent,a_pos_after_head,a_pos_before_head,a_referent,a_words_after_head,a_words_after_np,a_words_before_head,a_words_before_np,Y_PREDICTED,Y_TRUE
9726,data/parsed/22/wsj_2281.mrg|1|57,Britain 's Blue Arrow PLC intends to change its name to Manpower PLC and write off a chunk of [ the nearly $ 1.2 billion ] in good will realized in the takeover of U.S.-based Manpower Inc .,RB,,QP,[u'metallic_element.n.01'],,NP,[],[],False,[],"['in', 'good']",[],"['chunk', 'of']",ZERO,THE
9759,data/parsed/22/wsj_2281.mrg|6|19,"`` In the U.S. market , [ the recognition ] of the Manpower name is infinitely stronger than Blue Arrow , '' Mr. Fromstein said .",recognition,sg,NN,[u'acceptance.n.03'],,NP,[],[],False,[],['of'],[],"['market', ',']",ZERO,THE
9763,data/parsed/22/wsj_2281.mrg|7|3,[ The moves ] also could erase shareholders ' perception of Blue Arrow as a company in turmoil .,move,pl,NN,[u'decision.n.01'],,S,[],[],False,[],"['also', 'could']",[],[],ZERO,THE
9792,data/parsed/22/wsj_2281.mrg|10|86,"In a widely publicized boardroom coup , Mr. Fromstein ousted Antony Berry as Blue Arrow chief executive in January , a month after Mr. Berry had forced Mr. Fromstein out as [ the $ 1 million-a-year chief ] of Milwaukee-based Manpower .",chief,sg,NN,[u'leader.n.01'],,NP,[],"['$', 'CD', 'JJ']",False,[],"['of', 'Milwaukee-based']","['$', '<number>', 'million-a-year']","['out', 'as']",ZERO,THE
9816,data/parsed/22/wsj_2281.mrg|14|40,"Under British rules , Blue Arrow was able to write off at once [ the $ 1.15 billion ] in good will arising from the purchase .",$,,QP,,,NP,[],[],True,[],"['in', 'good']",[],"['at', 'once']",ZERO,THE
9821,data/parsed/22/wsj_2281.mrg|15|33,"As a U.S.-based company , Blue Arrow would have to amortize [ the good will ] over as many as 40 years , creating a continuing drag on reported earnings .",will,sg,NN,[u'faculty.n.01'],,VP,[],['JJ'],True,[],"['over', 'as']",['good'],"['to', 'amortize']",ZERO,THE
9826,data/parsed/22/wsj_2281.mrg|16|12,"Good will is [ the excess ] of cost of an acquired firm , operating unit or assets over the current or fair market value of those assets .",excess,sg,NN,[u'overabundance.n.02'],,NP,[],[],False,[],"['of', 'cost']",[],"['will', u'be']",ZERO,THE
9829,data/parsed/22/wsj_2281.mrg|16|48,"Good will is the excess of cost of an acquired firm , operating unit or assets over [ the current or fair market value ] of those assets .",value,sg,NN,[u'numerical_quantity.n.01'],,NP,[],"['JJ', 'CC', 'JJ', 'NN']",False,[],"['of', 'those']","['current', 'or', 'fair', 'market']","[u'asset', 'over']",ZERO,THE
9853,data/parsed/22/wsj_2281.mrg|19|108,"The British version shows `` a handful of pounds of net worth '' following the 1987 write-off of good will , while the American version reflects `` $ 1 billion of net worth because almost none of -LCB- [ the good will ] -RCB- has been written off . ''",will,sg,NN,[u'faculty.n.01'],,PRN,[],['JJ'],True,[],"['-RCB-', u'have']",['good'],"['of', '-LCB-']",ZERO,THE
9948,data/parsed/22/wsj_2282.mrg|9|36,The answer will help determine whether Applied continues to reach [ the ambitious goals ] set by Mr. Sim .,goal,pl,NN,[u'content.n.05'],,NP,[],['JJ'],False,[],"['set', 'by']",['ambitious'],"['to', 'reach']",ZERO,THE
9988,data/parsed/22/wsj_2282.mrg|15|39,"In Barry Wright , Mr. Sim sees a situation `` very similar '' to [ the one ] he faced when he joined Applied as president and chief operating officer in 1985 .",one,,CD,[u'digit.n.01'],,NP,[],[],False,[],"['he', u'face']",[],"[""''"", 'to']",ZERO,THE
9997,data/parsed/22/wsj_2282.mrg|16|33,"Applied , then a closely held company , was stagnating under [ the management ] of its controlling family .",management,sg,NN,[u'social_control.n.01'],,NP,[],[],False,[],"['of', 'its']",[],"[u'stagnate', 'under']",ZERO,THE
10038,data/parsed/22/wsj_2282.mrg|24|37,"When he came to Applied , `` I did n't have [ the power ] to execute as I do today , '' he says S .",power,sg,NN,[u'quality.n.01'],,NP,[],[],False,[],"['to', 'execute']",[],"[""n't"", 'have']",ZERO,THE
