|Y_article|_coordinates|_sent|a_head_form|a_head_number|a_head_pos|a_hypernyms|a_non_article_det|a_parent|a_pos_after_head|a_pos_before_head|a_referent|a_words_after_head|a_words_after_np|a_words_before_head|a_words_before_np|b_head_pos_simple|b_head_proper|b_is_postmodified|b_non_article_det_extended|b_postmodification_length|b_postmodification_pp_of|b_postmodification_type|b_postmodification_type_specific|b_predicate_form|b_referent|b_relative_position|Y_PREDICTED|Y_TRUE
3533|THE|"data/parsed/22/wsj_2227.mrg|20|38"|The federal government has had to pump in $ 2.28 billion into [ the VA housing program ] since 1984 to keep the fund afloat and the VA requested an additional $ 120 million for the fiscal year just ended .|program|sg|NN|[u'idea.n.01']||PP|[]|['NNP', 'NN']|True|[]|['since', '<number>']|['VA', 'housing']|['billion', 'into']|NN|False|False|False|0|False|||to|True|0.333333333333|ZERO|THE
3535|THE|"data/parsed/22/wsj_2227.mrg|20|61"|The federal government has had to pump in $ 2.28 billion into the VA housing program since 1984 to keep [ the fund afloat ] and the VA requested an additional $ 120 million for the fiscal year just ended .|afloat|sg|NN|||VP|[]|['NN']|False|[]|['and']|['fund']|['to', 'keep']|NN|False|False|False|0|False|||to|False|0.540540540541|ZERO|THE
3536|THE|"data/parsed/22/wsj_2227.mrg|20|71"|The federal government has had to pump in $ 2.28 billion into the VA housing program since 1984 to keep the fund afloat and [ the VA ] requested an additional $ 120 million for the fiscal year just ended .|VA|sg|NNP|[]||S|[]|[]|True|[]|[u'request']|[]|['afloat', 'and']|NN|True|False|False|0|False|||requested||0.631578947368|ZERO|THE
3545|THE|"data/parsed/22/wsj_2227.mrg|22|36"|In its nicely produced publication `` Where Will Our Children Live ? '' [ the NAHB ] does acknowledge that `` of course , the full measure of housing affordability can not be provided by the federal government . ''|NAHB|sg|NNP|||S|[]|[]|False|[]|[u'do', 'acknowledge']|[]|"['?', ""''""]"|NN|True|False|False|0|False|||does||0.351351351351|ZERO|THE
3558|THE|"data/parsed/22/wsj_2227.mrg|24|10"|But while [ the NAHB ] has suggested actions that states and localities should take to reduce regulatory barriers , the association has proposed no activist legislative program -- comparable to , say , its detailed request for more federal subsidies -- to eliminate counterproductive controls .|NAHB|sg|NNP|||S|[]|[]|True|[]|[u'have', u'suggest']|[]|['But', 'while']|NN|True|False|False|0|False|||has||0.0454545454545|ZERO|THE
3577|THE|"data/parsed/22/wsj_2227.mrg|27|4"|[ The builders ] like the subsidies , but at the same time they tend to be fiscal conservatives in terms of major issues , such as the balanced-budget amendment . ''|builder|pl|NN|[u'material.n.01']||S|[]|[]|False|[]|['like']|[]|[]|NN|False|False|False|0|False|||like|False|0.0|ZERO|THE
3578|THE|"data/parsed/22/wsj_2227.mrg|27|12"|The builders like [ the subsidies , ] but at the same time they tend to be fiscal conservatives in terms of major issues , such as the balanced-budget amendment . ''|subsidy|pl|NN|[u'grant.n.01']||VP|[',']|[]|True|[',']|['but', 'at']|[]|[u'builder', 'like']|NN|False|False|False|0|False|||like|True|0.107142857143|ZERO|THE
3591|THE|"data/parsed/22/wsj_2227.mrg|29|17"|Two years ago when [ the NAHB ] lobbied for the $ 19 billion omnibus housing bill , the organization `` basically dropped out of the taxpayers ' coalition , '' says S Ms. MacDonald .|NAHB|sg|NNP|||S|[]|[]|True|[]|[u'lobby', 'for']|[]|['ago', 'when']|NN|True|False|False|0|False|||lobbied||0.121212121212|ZERO|THE
3592|THE|"data/parsed/22/wsj_2227.mrg|29|28"|Two years ago when the NAHB lobbied for [ the $ 19 billion omnibus housing bill , ] the organization `` basically dropped out of the taxpayers ' coalition , '' says S Ms. MacDonald .|bill|sg|NN|[u'legal_document.n.01']||PP|[',']|['$', 'CD', 'CD', 'JJ', 'NN']|False|[',']|['organization']|['$', '<number>', 'billion', 'omnibus', 'housing']|[u'lobby', 'for']|NN|False|False|False|0|False|||lobbied|False|0.296296296296|ZERO|THE
3595|THE|"data/parsed/22/wsj_2227.mrg|29|67"|Two years ago when the NAHB lobbied for the $ 19 billion omnibus housing bill , the organization `` basically dropped out of [ the taxpayers ' ] coalition , '' says S Ms. MacDonald .|taxpayer|pl|NN|[u'payer.n.01']||NPB|['POS']|[]|False|"[""'""]"|['coalition', ',']|[]|['out', 'of']|NN|False|False|False|0|False|||dropped|False|0.71875|ZERO|THE
3598|THE|"data/parsed/22/wsj_2227.mrg|30|16"|As Mr. Colton of [ the NAHB ] acknowledges : `` Government is not going to solve the problem ... .|NAHB|sg|NNP|||PP|[]|[]|True|[]|[u'acknowledge', ':']|[]|['Colton', 'of']|NN|True|False|False|0|False|||acknowledges||0.222222222222|ZERO|THE
3602|THE|"data/parsed/22/wsj_2227.mrg|31|20"|The real key is to have [ the economy working and interest rates ] down . ''|rate|pl|NN|[u'tax.n.01']||VP|[]|['NN', 'VBG', 'CC', 'NN']|False|[]|['down', '.']|['economy', u'work', 'and', 'interest']|['to', 'have']|NN|False|False|False|0|False|||to|False|0.6|ZERO|THE
3614|THE|"data/parsed/22/wsj_2227.mrg|33|14"|Is this what [ the home builders ] want ?|builder|pl|NN|[u'material.n.01']||S|[]|['NN']|False|[]|['want', '?']|['home']|['this', 'what']|NN|False|False|False|0|False|||want|False|0.5|ZERO|THE
3672|THE|"data/parsed/22/wsj_2229.mrg|1|14"|The latest crewcut in [ the equities markets ] reminds me of the joke T. Boone Pickens tells about the guy who was run over by the parade .|market|pl|NN|[u'activity.n.01']||PP|[]|['NNS']|False|[]|[u'remind', 'me']|[u'equity']|['crewcut', 'in']|NN|False|False|False|0|False|||reminds|False|0.16|ZERO|THE
3695|THE|"data/parsed/22/wsj_2229.mrg|6|3"|[ The ceremonies ] began Friday afternoon when word spread that the UAL buy-out was collapsing .|ceremony|pl|NN|[u'affair.n.03']||S|[]|[]|False|[]|[u'begin', 'Friday']|[]|[]|NN|False|False|False|0|False|||began|False|0.0|ZERO|THE
3727|THE|"data/parsed/22/wsj_2229.mrg|10|16"|What really spooked [ the crowds ] along Wall Street , however , was the sudden concern that , whatever the reason , the pool of debt capital is drying up .|crowd|pl|NN|[u'gathering.n.01']||NP|[]|[]|False|[]|['along', 'Wall']|[]|['really', u'spook']|NN|False|True|False|4|False|PP|along|spooked|False|0.103448275862|ZERO|THE
3735|THE|"data/parsed/22/wsj_2229.mrg|11|23"|Gray Friday reflects a panic mainly by [ the takeover arbitragers , ] rather than the small investor , as their highly margined investments in the `` deal '' stocks are jeopardized by the unexpected drying up of the lubricant for deal financing .|arbitrager|pl|NN|[u'businessman.n.01']||PP|[',']|['NN']|True|[',']|['rather', 'than']|['takeover']|['mainly', 'by']|NN|False|False|False|0|False|||reflects|True|0.179487179487|ZERO|THE
3738|THE|"data/parsed/22/wsj_2229.mrg|11|64"|Gray Friday reflects a panic mainly by the takeover arbitragers , rather than the small investor , as their highly margined investments in [ the `` deal '' stocks ] are jeopardized by the unexpected drying up of the lubricant for deal financing .|stock|pl|NN|[u'framework.n.03']||PP|[]|"['``', 'NN', ""''""]"|False|[]|[u'be', u'jeopardize']|"['``', 'deal', ""''""]"|[u'investment', 'in']|NN|False|False|False|0|False|||are|False|0.605263157895|ZERO|THE
3739|THE|"data/parsed/22/wsj_2229.mrg|11|85"|Gray Friday reflects a panic mainly by the takeover arbitragers , rather than the small investor , as their highly margined investments in the `` deal '' stocks are jeopardized by [ the unexpected ] drying up of the lubricant for deal financing .|unexpected||JJ|||NP|[]|[]|False|[]|[u'dry', 'up']|[]|[u'jeopardize', 'by']|JJ|False|True|False|9|False|VP|drying|are||0.756097560976|ZERO|THE
3740|THE|"data/parsed/22/wsj_2229.mrg|11|100"|Gray Friday reflects a panic mainly by the takeover arbitragers , rather than the small investor , as their highly margined investments in the `` deal '' stocks are jeopardized by the unexpected drying up of [ the lubricant ] for deal financing .|lubricant|sg|NN|[u'substance.n.07']||NP|[]|[]|False|[]|['for', 'deal']|[]|['up', 'of']|NN|False|True|False|4|False|PP|for|are|False|0.878048780488|ZERO|THE
3772|THE|"data/parsed/22/wsj_2229.mrg|18|4"|[ The multibillion-dollar prospects , ] where the bidder must line up a consortium of banks and\\/or issue billions in high-yield debt , were where the damage was concentrated .|prospect|pl|NN|[u'potential.n.01']||NP|[',']|['JJ']|False|[',']|['where']|['multibillion-dollar']|[]|NN|False|True|False|17|False|SBAR|where|were|False|0.0|ZERO|THE
3778|THE|"data/parsed/22/wsj_2229.mrg|18|70"|The multibillion-dollar prospects , where the bidder must line up a consortium of banks and\\/or issue billions in high-yield debt , were where [ the damage ] was concentrated .|damage|sg|NN|[u'change.n.01']||S|[]|[]|False|[]|[u'be', u'concentrate']|[]|[u'be', 'where']|NN|False|False|False|0|False|||was|False|0.851851851852|ZERO|THE
3785|THE|"data/parsed/22/wsj_2229.mrg|20|4"|[ The growing financial difficulties ] of recent high-leverage restructurings or takeovers , such as Resorts International , Integrated Resources , and Campeau 's retailing empire , have cast a pall over the entire market for high-yield securities .|difficulty|pl|NN|[u'effort.n.02']||NP|[]|['VBG', 'JJ']|False|[]|['of', 'recent']|[u'grow', 'financial']|[]|NN|False|True|False|21|True|PP|of|have|False|0.0|ZERO|THE
3804|THE|"data/parsed/22/wsj_2229.mrg|22|39"|As a result , high-yield mutual funds have declined across the board and [ the many firms ] planning to sell $ 11 billion in junk bonds before year-end are experiencing anxious times .|firm|pl|NN|[u'business.n.01']||NP|[]|['JJ']|False|[]|[u'plan', 'to']|['many']|['board', 'and']|NN|False|True|False|11|False|VP|planning|are|False|0.433333333333|ZERO|THE
3811|THE|"data/parsed/22/wsj_2229.mrg|23|29"|These are all market excesses -LRB- putting aside [ the artificial boosts ] that the tax code gives to debt over equity -RRB- , and what we 've seen is the market reining them in .|boost|pl|NN|[u'aid.n.02']||NP|[]|['JJ']|False|[]|['that']|['artificial']|[u'put', 'aside']|NN|False|True|False|9|False|SBAR|that|putting|False|0.25|ZERO|THE
3820|THE|"data/parsed/22/wsj_2229.mrg|24|31"|Of course , Washington had n't been silent in [ the days ] leading up to the debacle , and its tendency to meddle in the leverage equation remains a troublesome prospect , but those preliminary steps should n't distract us from the basic market fundamentalism that was at work on Friday .|day|pl|NN|[u'life.n.07']||NP|[]|[]|False|[]|[u'lead', 'up']|[]|['silent', 'in']|NN|False|True|False|6|False|VP|leading|had|False|0.18|ZERO|THE
3835|THE|"data/parsed/22/wsj_2229.mrg|25|61"|If it is correct to find that concerns over corporate debt and LBOs caused Gray Friday , what are [ the implications ] for policy makers ?|implication|pl|NN|[u'inference.n.01']||NP|[]|[]|False|[]|['for', 'policy']|[]|['what', u'be']|NN|False|True|False|4|False|PP|for||False|0.791666666667|ZERO|THE
3854|THE|"data/parsed/22/wsj_2229.mrg|29|39"|To the extent that Friday 's sell-off reflected a sudden reappraisal of [ the excesses ] of leverage , the message is that Wall Street and the private markets are fully capable of imposing the appropriate incentives and sanctions on corporate behavior .|excess|pl|NN|[u'overabundance.n.02']||NP|[]|[]|False|[]|['of', 'leverage']|[]|['reappraisal', 'of']|NN|False|True|False|3|True|PP|of|reflected|False|0.3|ZERO|THE
3858|THE|"data/parsed/22/wsj_2229.mrg|29|92"|To the extent that Friday 's sell-off reflected a sudden reappraisal of the excesses of leverage , the message is that Wall Street and the private markets are fully capable of imposing [ the appropriate incentives and sanctions ] on corporate behavior .|sanction|pl|NN|[u'approval.n.04']||VP|[]|['JJ', 'NNS', 'CC']|False|[]|['on', 'corporate']|['appropriate', u'incentive', 'and']|['of', u'impose']|NN|False|False|False|0|False|||imposing|False|0.864864864865|ZERO|THE
3860|THE|"data/parsed/22/wsj_2229.mrg|30|3"|[ The national economic interests ] are much better served allowing the private interests of bankers and investors be the ultimate judges of the investment quality of various LBO deals and leveraged restructurings .|interest|pl|NN|[u'curiosity.n.01']||S|[]|['JJ', 'JJ']|False|[]|[u'be', 'much']|['national', 'economic']|[]|NN|False|False|False|0|False|||are|False|0.0|ZERO|THE
3861|THE|"data/parsed/22/wsj_2229.mrg|30|28"|The national economic interests are much better served allowing [ the private interests ] of bankers and investors be the ultimate judges of the investment quality of various LBO deals and leveraged restructurings .|interest|pl|NN|[u'curiosity.n.01']||NP|[]|['JJ']|False|[]|['of', u'banker']|['private']|[u'serve', u'allow']|NN|False|True|False|4|True|PP|of|be|True|0.3|ZERO|THE
3868|THE|"data/parsed/22/wsj_2229.mrg|31|5"|[ The recent difficulties ] in the junk-bond markets and the scarcity of bank capital for recent deals underscores the wisdom of letting the free markets operate .|difficulty|pl|NN|[u'effort.n.02']||NP|[]|['JJ']|False|[]|['in']|['recent']|[]|NN|False|True|False|4|False|PP|in|underscores|False|0.0|ZERO|THE
3883|THE|"data/parsed/22/wsj_2229.mrg|33|9"|Yes , [ the broader exchanges ] got caught up in the spiral , but they rode the tiger up all year .|exchange|pl|NN|[u'chemical_phenomenon.n.01']||S|[]|['JJR']|False|[]|[u'get', u'catch']|[u'broad']|['Yes', ',']|NN|False|False|False|0|False|||got|False|0.105263157895|ZERO|THE
3884|THE|"data/parsed/22/wsj_2229.mrg|33|28"|Yes , the broader exchanges got caught up in [ the spiral , ] but they rode the tiger up all year .|spiral|sg|NN|[u'curve.n.01']||PP|[',']|[]|False|[',']|['but', 'they']|[]|['up', 'in']|NN|False|False|False|0|False|||got|False|0.473684210526|ZERO|THE
3889|THE|"data/parsed/22/wsj_2229.mrg|35|3"|[ The arbitragers and takeover initiatiors ] got killed on Gray Friday , while the besieged managers of prospective targets cheered lustily .|initiatiors|pl|NN|||S|[]|['NNS', 'CC', 'NN']|False|[]|[u'get', u'kill']|[u'arbitrager', 'and', 'takeover']|[]|NN|False|False|False|0|False|||got|False|0.0|ZERO|THE
3891|THE|"data/parsed/22/wsj_2229.mrg|35|35"|The arbitragers and takeover initiatiors got killed on Gray Friday , while [ the besieged managers ] of prospective targets cheered lustily .|manager|pl|NN|[u'administrator.n.01']||NP|[]|['JJ']|False|[]|['of', 'prospective']|['besieged']|[',', 'while']|NN|False|True|False|3|True|PP|of|cheered|False|0.631578947368|ZERO|THE
3894|THE|"data/parsed/22/wsj_2229.mrg|36|16"|If you identify with [ the besieged managers , ] you must concede that speedy and effective relief from the excesses of the takeover market is more likely to come from the marketplace than from Washington .|manager|pl|NN|[u'administrator.n.01']||PP|[',']|['JJ']|True|[',']|['you', 'must']|['besieged']|['identify', 'with']|NN|False|False|False|0|False|||identify|True|0.125|ZERO|THE
3897|THE|"data/parsed/22/wsj_2229.mrg|36|53"|If you identify with the besieged managers , you must concede that speedy and effective relief from [ the excesses ] of the takeover market is more likely to come from the marketplace than from Washington .|excess|pl|NN|[u'overabundance.n.02']||NP|[]|[]|False|[]|['of']|[]|['relief', 'from']|NN|False|True|False|4|True|PP|of|is|False|0.5|ZERO|THE
3902|THE|"data/parsed/22/wsj_2229.mrg|37|16"|If you side with [ the arbitragers and raiders , ] you clearly have more to fear from private investors than from regulators , although the Delaware courts should never be underestimated .|raider|pl|NN|[u'thief.n.01']||PP|[',']|['NNS', 'CC']|False|[',']|['you', 'clearly']|[u'arbitrager', 'and']|['side', 'with']|NN|False|False|False|0|False|||side|False|0.148148148148|ZERO|THE
3907|THE|"data/parsed/22/wsj_2229.mrg|37|71"|If you side with the arbitragers and raiders , you clearly have more to fear from private investors than from regulators , although [ the Delaware courts ] should never be underestimated .|court|pl|NN|[u'assembly.n.04']||S|[]|['NNP']|False|[]|['should', 'never']|['Delaware']|[',', 'although']|NN|False|False|False|0|False|||should|False|0.793103448276|ZERO|THE
3924|THE|"data/parsed/22/wsj_2229.mrg|40|73"|Any such attempt to distinguish `` good debt '' from `` bad debt , '' or to draw the line at a particular industry , such as [ the airlines , ] is likely to blunt the spur that the proper amount of leverage provides both to equity markets and economic efficiency in general .|airline|pl|NN|[u'hose.n.03']||PP|[',']|[]|False|[',']|[u'be', 'likely']|[]|['such', 'as']|NN|False|False|False|0|False|||is|False|0.529411764706|ZERO|THE
3925|THE|"data/parsed/22/wsj_2229.mrg|40|95"|Any such attempt to distinguish `` good debt '' from `` bad debt , '' or to draw the line at a particular industry , such as the airlines , is likely to blunt [ the spur ] that the proper amount of leverage provides both to equity markets and economic efficiency in general .|spur||VB|[u'encouragement.n.01']||NP|[]|[]|False|[]|['that']|[]|['to', 'blunt']|VB|False|True|False|11|False|SBAR|that|to|False|0.653846153846|ZERO|THE
4016|THE|"data/parsed/22/wsj_2230.mrg|13|4"|[ The institutions ] appeared confident that Japanese regulators would step in to ensure orderly trading if necessary , and there was considerable speculation during the day that the Finance Ministry was working behind the scenes to do just that .|institution|pl|NN|[u'organization.n.01']||S|[]|[]|False|[]|[u'appear', 'confident']|[]|[]|NN|False|False|False|0|False|||appeared|False|0.0|ZERO|THE
4023|THE|"data/parsed/22/wsj_2230.mrg|13|96"|The institutions appeared confident that Japanese regulators would step in to ensure orderly trading if necessary , and there was considerable speculation during the day that the Finance Ministry was working behind [ the scenes ] to do just that .|scene|pl|NN|[u'area.n.01']||PP|[]|[]|False|[]|['to', 'do']|[]|[u'work', 'behind']|NN|False|False|False|0|False|||was|False|0.842105263158|ZERO|THE
